0.000000 0.000000 3.547898 
0.000000 1.000000 2.285557 
0.000000 2.000000 1.924279 
0.000000 3.000000 1.851258 
0.000000 4.000000 1.491362 
0.000000 5.000000 0.000000 
0.000000 6.000000 0.000000 
0.000000 7.000000 0.000000 
0.000000 8.000000 0.000000 
0.000000 9.000000 0.000000 

1.000000 0.000000 1.838849 
1.000000 1.000000 0.845098 
1.000000 2.000000 0.602060 
1.000000 3.000000 0.698970 
1.000000 4.000000 0.301030 
1.000000 5.000000 0.000000 
1.000000 6.000000 0.000000 
1.000000 7.000000 0.000000 
1.000000 8.000000 0.000000 
1.000000 9.000000 0.000000 

2.000000 0.000000 1.230449 
2.000000 1.000000 0.602060 
2.000000 2.000000 0.000000 
2.000000 3.000000 0.301030 
2.000000 4.000000 0.000000 
2.000000 5.000000 0.000000 
2.000000 6.000000 0.000000 
2.000000 7.000000 0.000000 
2.000000 8.000000 0.000000 
2.000000 9.000000 0.000000 

3.000000 0.000000 0.778151 
3.000000 1.000000 0.000000 
3.000000 2.000000 0.000000 
3.000000 3.000000 0.000000 
3.000000 4.000000 0.000000 
3.000000 5.000000 0.000000 
3.000000 6.000000 0.000000 
3.000000 7.000000 0.000000 
3.000000 8.000000 0.000000 
3.000000 9.000000 0.000000 

4.000000 0.000000 0.477121 
4.000000 1.000000 0.000000 
4.000000 2.000000 0.000000 
4.000000 3.000000 0.000000 
4.000000 4.000000 0.000000 
4.000000 5.000000 0.000000 
4.000000 6.000000 0.000000 
4.000000 7.000000 0.000000 
4.000000 8.000000 0.000000 
4.000000 9.000000 0.000000 

5.000000 0.000000 0.000000 
5.000000 1.000000 0.000000 
5.000000 2.000000 0.000000 
5.000000 3.000000 0.000000 
5.000000 4.000000 0.000000 
5.000000 5.000000 0.000000 
5.000000 6.000000 0.000000 
5.000000 7.000000 0.000000 
5.000000 8.000000 0.000000 
5.000000 9.000000 0.000000 

6.000000 0.000000 0.000000 
6.000000 1.000000 0.000000 
6.000000 2.000000 0.000000 
6.000000 3.000000 0.000000 
6.000000 4.000000 0.000000 
6.000000 5.000000 0.000000 
6.000000 6.000000 0.000000 
6.000000 7.000000 0.000000 
6.000000 8.000000 0.000000 
6.000000 9.000000 0.000000 

7.000000 0.000000 0.000000 
7.000000 1.000000 0.000000 
7.000000 2.000000 0.000000 
7.000000 3.000000 0.000000 
7.000000 4.000000 0.000000 
7.000000 5.000000 0.000000 
7.000000 6.000000 0.000000 
7.000000 7.000000 0.000000 
7.000000 8.000000 0.000000 
7.000000 9.000000 0.000000 

8.000000 0.000000 0.000000 
8.000000 1.000000 0.000000 
8.000000 2.000000 0.000000 
8.000000 3.000000 0.000000 
8.000000 4.000000 0.000000 
8.000000 5.000000 0.000000 
8.000000 6.000000 0.000000 
8.000000 7.000000 0.000000 
8.000000 8.000000 0.000000 
8.000000 9.000000 0.000000 

9.000000 0.000000 0.301030 
9.000000 1.000000 0.000000 
9.000000 2.000000 0.000000 
9.000000 3.000000 0.000000 
9.000000 4.000000 0.000000 
9.000000 5.000000 0.000000 
9.000000 6.000000 0.000000 
9.000000 7.000000 0.000000 
9.000000 8.000000 0.000000 
9.000000 9.000000 0.000000 

